left_eye_V2H,right_eye_V2H,mouth_ratio,left_eye_state,right_eye_state,current_mouth_state
0.18306352874285922,0.18595585990440391,0.09780489722486567,0,0,1
0.1778720141731624,0.16583967784465992,0.09327142099808372,0,0,1
0.1467381036315116,0.1330474299094493,0.08012026262239592,0,1,1
0.12472535896514507,0.11325604973284784,0.07649081563638217,1,1,1
0.14172344221269315,0.12767225272347668,0.07897473132477917,1,1,1
0.14901239261533172,0.13551681377733618,0.07853180927735946,1,1,1
0.14171103014371786,0.12861966130282446,0.08027405040008878,1,1,1
0.15118614686977647,0.1401919803746239,0.08658642655410503,1,1,1
0.15671793070047982,0.14769243431032775,0.09265910049867597,1,1,1
0.16682083038686757,0.15036843213475762,0.08988208516189455,0,1,1
0.1803439802165356,0.16538794626824715,0.09575504243402437,0,0,1
0.16160388131142694,0.14837175200958574,0.09286591571411515,0,0,1
0.13754535509953378,0.12661931781301616,0.09008725612197338,1,1,1
0.13827439659012333,0.1272827905585763,0.08928002879618817,1,1,1
0.15149060464523428,0.14086623719275282,0.09344457629582055,1,1,1
0.15933798445873634,0.14311368850330827,0.09524532321581532,0,1,1
0.14737645552975892,0.14100857515909168,0.09494596869077153,0,1,1
0.16096675076133493,0.15231408566741456,0.10835560399290187,0,1,1
0.17769553425979237,0.1666764492878482,0.10918069066827539,0,0,1
0.17974107867970174,0.16878468828235674,0.10507350686846767,0,0,1
0.17207279841653422,0.15964233179972823,0.10353165699293891,0,0,1
0.176355051933027,0.15977652343833837,0.0930429230056862,0,0,1
0.17760901364243414,0.16441711860397187,0.09366369327228227,0,0,1
0.17200842740939046,0.16189817886897395,0.09381148548829547,0,0,1
0.17118878830504333,0.15783487504388918,0.09259305515387077,0,0,1
0.18775944010442375,0.17069077165494925,0.0962049270791317,0,0,1
0.16863960841195416,0.15359393021182813,0.0899887240085327,0,0,1
0.1738005886057801,0.15886141993007277,0.10577279699666042,0,0,1
0.1617944048763098,0.14661576528013248,0.09501766183486364,0,0,1
0.16075083056430844,0.1474283453522071,0.09755534652245655,0,0,1
0.17636573157440608,0.16539607285880886,0.09918832627216276,0,0,1
0.1715732629995617,0.1580704161877013,0.09735159796719839,0,0,1
0.15638276085949432,0.14585226285798483,0.11928770743359636,0,0,1
0.14892010406789408,0.1338239901184871,0.10176043555389448,0,1,1
0.15352581034423526,0.1450014444653114,0.09054496529339504,0,1,1
0.13530238959114407,0.12083344945399298,0.09784111681386266,1,1,1
0.14114410841968356,0.12995208113650217,0.09755255856376618,1,1,1
0.14107221435258777,0.12800552236859603,0.09304077517021897,1,1,1
0.15561798472652447,0.1408500278368881,0.09183883935699308,1,1,1
0.16056574176941926,0.14368414879328975,0.08626278033413416,0,1,1
0.16541884288598477,0.14746310359534748,0.08840852712459833,0,1,1
0.16516220750942553,0.14956750611620126,0.09022305857282811,0,1,1
0.1636925517224736,0.14950311917011508,0.08189586601256145,0,1,1
0.15694379742720665,0.14269524251128138,0.0830715216663706,0,1,1
0.1560441655397849,0.13995879864905314,0.08224022258528191,0,1,1
0.14972141925378743,0.13000315761228495,0.07681824767910947,0,1,1
0.1619277061126314,0.1447898300308806,0.08186525752848384,0,1,1
0.16749045080140437,0.1505999341350039,0.07854202324429593,0,1,1
0.17691634680115037,0.15858423082023282,0.06831479047076065,0,1,1
0.1716524985674424,0.1548103251712795,0.07052755564117119,0,1,1
0.1835100022892907,0.16706155554015018,0.07205860302137346,0,0,1
0.17978039435220666,0.1656508702679191,0.06972164918888174,0,0,1
0.1812387008032545,0.16546670564733373,0.07542705717346682,0,0,1
0.18517080996788995,0.17151807856490348,0.0690101320446517,0,0,1
0.17799276108713574,0.16333817921078228,0.07607958869460073,0,0,1
0.17142505681091685,0.15841994059903858,0.09241714682263404,0,0,1
0.17670130219111616,0.16231966794361216,0.07370843952180305,0,0,1
0.17175559507462979,0.1598853756471556,0.07475284175776283,0,0,1
0.17164638805279855,0.16423092794369715,0.07831253376931481,0,0,1
0.17410349051983887,0.16047233972561384,0.08049154935543774,0,0,1
0.1762265261740902,0.16001020675160846,0.07579212326148589,0,0,1
0.17012719624481956,0.16176130205820716,0.07180174575451484,0,0,1
0.17753418343596147,0.1693222987411005,0.07769738891317599,0,0,1
0.18767660922072021,0.1787952930893223,0.07326787798071908,0,0,1
0.1787041703245767,0.17174779094526543,0.07250996720781532,0,0,1
0.1781716198305249,0.1695400116358533,0.06866235775192109,0,0,1
0.17674674058097226,0.16993361876663207,0.0723856475363499,0,0,1
0.17079701146861342,0.16464911113710085,0.07722494031392148,0,0,1
0.18159101705648245,0.1738561931319488,0.0757834498973471,0,0,1
0.17424554917580598,0.1672855669328922,0.07504152273488036,0,0,1
0.17610927171890928,0.16697139772048006,0.07544682917258928,0,0,1
0.17488416869710938,0.16488899747220112,0.07264201061302343,0,0,1
0.166838179294247,0.15085539906186854,0.07818197227294639,0,0,1
0.17447561159416536,0.16298350265215786,0.0743002687813734,0,0,1
0.17231451928294547,0.1620605167007649,0.07229848917320324,0,0,1
0.16703411725709755,0.1529906254063321,0.07433678655424081,0,0,1
0.17235970039457815,0.15703313330491378,0.07871966160963184,0,0,1
0.16743413305702498,0.15568391373473414,0.08264376237760307,0,0,1
0.17796029286761178,0.16543054955628736,0.07252890878253937,0,0,1
0.1767647732188309,0.16252791942744554,0.07647442777565025,0,0,1
0.17943809497714672,0.1683229809375246,0.07186987533999263,0,0,1
0.17634929987742032,0.16755223557590712,0.07607584423778394,0,0,1
0.16729039243707455,0.15226710390103787,0.08414031340535422,0,0,1
0.17029513896179155,0.157045008232413,0.08425942620808653,0,0,1
0.16638195748521528,0.15192217804806293,0.07751678867176803,0,0,1
0.16434895612348585,0.15036494466329967,0.07109084445806127,0,0,1
0.16562697486630013,0.15095912388657484,0.07353354095778745,0,0,1
0.14968595891686284,0.1328922160181945,0.07864354489264072,0,1,1
0.15070826546612393,0.13474815003627624,0.08067490628859765,0,1,1
0.1425677710269491,0.13135240622719707,0.07925666190968038,0,1,1
0.1535857773915547,0.13876886633418534,0.0796281466828805,0,1,1
0.1630149882379913,0.14854645706918673,0.08008948054867857,0,1,1
0.15959269645178986,0.1436483389237735,0.08102687283628689,0,1,1
0.15914092721771272,0.14523643984052842,0.08204721682677338,0,1,1
0.15337914035304723,0.13959767526103226,0.08063894869051962,0,1,1
0.1636625215296177,0.14870417476847408,0.07955178341043727,0,1,1
0.16022880378252666,0.14738035434738336,0.07678057359802264,0,1,1
0.1608832308232928,0.14717545762712042,0.079167906819984,0,1,1
0.15179135828401538,0.13869575321663738,0.07994992351697283,0,1,1
0.16792390307430732,0.1565412392891458,0.07738334993197835,0,1,1
0.15932213269973278,0.1476169273960687,0.07364574195855232,0,1,1
0.16122328053562,0.14894197464647843,0.08226871945639244,0,1,1
0.16088359366181623,0.14949181445880574,0.07777201417384821,0,1,1
0.1632680640811726,0.1517329868189294,0.07452054826183663,0,1,1
0.16300984314477146,0.15206180383866705,0.0808863773457907,0,1,1
0.16762687856858077,0.15443663393256843,0.07862902747656146,0,1,1
0.16561032597357128,0.15461229969945717,0.07913059165800142,0,1,1
0.181476873790931,0.16722873153579082,0.09365404106275182,0,0,1
0.17426787320835216,0.1643505189772386,0.09658527852504425,0,0,1
0.17086661705705972,0.16255370456818233,0.09941486129260219,0,0,1
0.1807183540773971,0.16752061969694476,0.09843030206334855,0,0,1
0.16934797103786098,0.15939388967957538,0.10686776095455644,0,0,1
0.17281887823363148,0.1663793926454967,0.10634929075363037,0,0,1
0.16486316452947883,0.15940337046022127,0.10768796304091993,0,0,1
0.17698499987870459,0.17101183720064336,0.11344132926478337,0,0,1
0.1750609825518893,0.17065758005625697,0.11622253821963337,0,0,1
0.19539070219470725,0.18889541129526807,0.12110103224325927,0,0,1
0.20023801986292716,0.19880401849325946,0.12379401335444101,0,0,1
0.19747728984834578,0.19249855055911155,0.12454398212383584,0,0,1
0.2024952153352431,0.19963294830381098,0.1274435277819641,0,0,1
0.20861733146107211,0.20536633940178858,0.13174668737161177,0,0,1
0.21064829949223499,0.2088396859414209,0.13539483799062815,0,0,1
0.20781946772413432,0.206011115197033,0.13584573285242973,0,0,1
0.20361310159516943,0.20270727482509804,0.1371241447664921,0,0,1
0.20646875986295748,0.20593716278041027,0.13714707450693917,0,0,1
0.2097872890743878,0.21096579117202963,0.13915748151668536,0,0,1
0.2200869614222084,0.2202419801140969,0.14551275501498137,0,0,1
0.22044566552930095,0.22071701851302722,0.1468616491785702,0,0,1
0.22116426359703165,0.22058912640508227,0.144793211658933,0,0,1
0.23046894598776538,0.2344843776745811,0.14513017784384163,0,0,1
0.23001642344868667,0.229257472129521,0.14395082752476493,0,0,1
0.22171697725458087,0.22570580354386624,0.14736320197341035,0,0,1
0.2263414476016088,0.23059123483761249,0.14824535137589792,0,0,1
0.2194314474305679,0.22512713675675503,0.14697611476686065,0,0,1
0.23311560407480297,0.2366871249113526,0.1462811234580017,0,0,1
0.23106398981285528,0.23829784921574595,0.14919321133406227,0,0,1
0.22760967539737617,0.23100823703660306,0.14713244564033195,0,0,1
0.22796210466395972,0.23147994456885665,0.14822583951584642,0,0,1
0.23258960512722887,0.23972394308355446,0.1505079523653162,0,0,1
0.22347015172371387,0.23224371090722376,0.14975501578808847,0,0,1
0.2194300144083374,0.2236499849549324,0.14983170025121512,0,0,1
0.22270186445361573,0.22981717855079384,0.15006234085344572,0,0,1
0.22414544703624045,0.23017250924604832,0.150443394045921,0,0,1
0.22665159330023185,0.23293472636879156,0.15012620586842215,0,0,1
0.23357994007271016,0.24021244600192582,0.15319914304600668,0,0,1
0.22648072085517001,0.233815264528091,0.14883580778431343,0,0,1
0.23212634363327658,0.23809868046483765,0.15168985408695318,0,0,1
0.22487042085878642,0.23075537147612663,0.14829779428683862,0,0,1
0.23771215899674458,0.24624441670040015,0.15425908738582916,0,0,1
0.23586481805708207,0.24449451049615603,0.15431107372585728,0,0,1
0.22408314466606766,0.2316298461360208,0.15103800250762456,0,0,1
0.23560218802666588,0.2416063155341919,0.1580354896117465,0,0,1
0.23588173622992925,0.24416436258147275,0.16013234366447854,0,0,1
0.22396125819929044,0.233536080218299,0.1525031031183975,0,0,1
0.23803503042702642,0.24207743259393627,0.1560739446674859,0,0,1
0.23080928798972805,0.2387551816475427,0.15904697197608028,0,0,1
0.22571485807708552,0.2317475146843653,0.14789092311287813,0,0,1
0.2403038079277364,0.24795897478682039,0.15960696377215625,0,0,1
0.23708970379180777,0.24572435647585036,0.15729873237993783,0,0,1
0.22881416603193433,0.23842547219572477,0.15231258980165482,0,0,1
0.23337769170392722,0.24044035769554079,0.15855025593964403,0,0,1
0.23320826450444565,0.2405011385442956,0.1509502209371655,0,0,1
0.23390803056508144,0.24277032113848943,0.15452416579474035,0,0,1
0.23463218529214427,0.24024838872866358,0.15659665393172667,0,0,1
0.2323098179970298,0.24113175367068118,0.15041311779138772,0,0,1
0.23312778067130865,0.24083279684786993,0.15791075623903492,0,0,1
0.23412104739935788,0.2428329613294033,0.1541431003137716,0,0,1
0.22960420433324918,0.23917602721498815,0.15219297746004243,0,0,1
0.2317260959788291,0.24185284261581905,0.15353071597774834,0,0,1
0.23008630161947458,0.2400037490910553,0.14701712966891659,0,0,1
0.22968977332952872,0.23823158331747216,0.15102343236706595,0,0,1
0.23349436688138353,0.24094394288703896,0.15113961022799718,0,0,1
0.22697838904246367,0.2323986169000648,0.1499738855839069,0,0,1
0.22404327733679805,0.22807934757808862,0.15059241535521461,0,0,1
0.22504838623712944,0.22980088292613884,0.1509043154433618,0,0,1
0.21959902428968062,0.22687437244063532,0.14972664517216216,0,0,1
0.22479022769476095,0.23010318972038415,0.15115526360588286,0,0,1
0.2268634855269793,0.23091327594048153,0.14970615341554952,0,0,1
0.2209588963699478,0.22536983830815824,0.14778889952242166,0,0,1
0.22157773981351567,0.22726687544174956,0.14851512147379675,0,0,1
0.2176968460960047,0.2216755960225164,0.1459495735867926,0,0,1
0.22368497334737594,0.22657949267222802,0.1431514324634447,0,0,1
0.22237624470512685,0.22334454145049562,0.1463963633870565,0,0,1
0.21936697675872452,0.2236216113736452,0.14583668165286628,0,0,1
0.21933435762422904,0.22157547267160463,0.14447864682512618,0,0,1
0.21337109553375347,0.2152587833274484,0.14264324636511946,0,0,1
0.21284953636763043,0.21414422256905905,0.14207208877598046,0,0,1
0.21916900191137303,0.2197395840185306,0.14602952379473885,0,0,1
0.20683735857195223,0.20592361910310014,0.13930733334539563,0,0,1
0.19571793775664806,0.1935294510944213,0.1386261914433066,0,0,1
0.20209808687870243,0.201751944408098,0.13896744028874566,0,0,1
0.20307026037641693,0.20127418496521093,0.13852552004981195,0,0,1
0.19133646587589262,0.18782450397132125,0.13377149060085836,0,0,1
0.1948601358969618,0.19352299116584432,0.13181896417859257,0,0,1
0.18497123414396388,0.18340274067997706,0.13220567629251614,0,0,1
0.1891998783954002,0.18669463192400143,0.12878088842006574,0,0,1
0.18927697457278708,0.18838603698257364,0.12397309602838265,0,0,1
0.19359434980094972,0.19068669923304624,0.1268181502945217,0,0,1
0.16855115572248297,0.16784503214801733,0.12497321531182158,0,0,1
0.18163191995351746,0.18025806876933004,0.12091833228994221,0,0,1
0.18190291587505766,0.18210624927891464,0.1234956135065827,0,0,1
0.16328268240395216,0.16204127908490834,0.11503197494856991,0,0,1
0.15964446373577065,0.15830342222963234,0.11666051498810052,0,0,1
0.16087857103290307,0.15895932626801257,0.1203465773314494,0,0,1
0.16487061295588823,0.1636502859172362,0.12333881684813065,0,0,1
0.16087424962103217,0.1590339405686878,0.11876692430136365,0,0,1
0.14271290255333596,0.14011552411693243,0.11822328426981545,0,0,1
0.15403824989138395,0.15161052145091045,0.11503545682966441,0,0,1
0.1647070662101156,0.16209921169841235,0.11412735663396498,0,0,1
0.16346564749662096,0.1610231751464973,0.11855611844949969,0,0,1
0.16505054231973765,0.16393865721987275,0.1161872711302004,0,0,1
0.17228679236775143,0.16948698365438444,0.11807338361625178,0,0,1
0.17765880773543638,0.17422945158376577,0.11844317418771536,0,0,1
0.16233933935736566,0.1606783859152075,0.11389442645926463,0,0,1
0.15838678901435013,0.15614878895824513,0.11661296311076993,0,0,1
0.17062046309517803,0.16994403416570872,0.11789214915676231,0,0,1
0.15948334926869698,0.15731206832652492,0.11296713310206646,0,0,1
0.16104050324430946,0.16050485075948745,0.11201917978157977,0,0,1
0.17643140157233222,0.17538686230088948,0.11350567321488253,0,0,1
0.18982448120631581,0.18725670902141817,0.11542344020347346,0,0,1
0.1827267260712253,0.18153643464422517,0.11308331854846239,0,0,1
0.17954671966600283,0.17612234603049293,0.11692296468410382,0,0,1
0.17820721929309566,0.17748301461511662,0.1187430457896856,0,0,1
0.18120557101397006,0.1803587912562054,0.11695638206708295,0,0,1
0.17074147551592808,0.16632300011614615,0.11967124119814165,0,0,1
